,Words,Words_0,Weights_0,Words_1,Weights_1,Words_2,Weights_2,Words_3,Weights_3,Words_4,Weights_4
0,10,video,2.137931034482759,nerf,10.666666666666666,music,1.2706766917293226,video,1.0263157894736834,channel,0.4051724137931044
1,100,my,1.8965517241379295,video,4.333333333333333,channel,1.1654135338345877,live,1.0175438596491235,video,0.38793103448276095
2,200,channel,1.7586206896551735,gun,1.6666666666666667,all,0.9022556390977454,music,1.0175438596491222,youtub,0.27586206896551757
3,2011,game,0.8620689655172422,game,1.6666666666666665,movi,0.8345864661654137,more,0.9824561403508769,subscrib,0.19827586206896525
4,2012,do,0.7931034482758615,war,1.3333333333333333,entertain,0.7067669172932339,offici,0.9736842105263169,offici,0.1918103448275869
5,2014,fun,0.7758620689655172,my,1.3333333333333333,from,0.6691729323308264,perform,0.956140350877191,all,0.17456896551724244
6,2015,toy,0.7586206896551725,subscrib,1.3333333333333333,new,0.6165413533834587,vevo,0.9473684210526317,more,0.16163793103448168
7,2016,subscrib,0.7241379310344821,zombi,1.0,youtub,0.5864661654135344,interview,0.9473684210526302,new,0.15732758620689663
8,24,all,0.7068965517241378,action,1.0,song,0.5864661654135342,channel,0.03508771929824661,from,0.14439655172413726
9,30,thi,0.6206896551724137,channel,1.0,video,0.5338345864661657,india,0.03508771929824568,de,0.12068965517241412
10,3d,like,0.6034482758620692,first,1.0,ha,0.5187969924812026,danc,0.035087719298245584,welcom,0.1206896551724138
11,50,play,0.5862068965517249,make,1.0,world,0.4887218045112776,content,0.026315789473684487,my,0.11422413793103331
12,abc,me,0.5344827586206893,person,1.0,film,0.4511278195488734,im,0.026315789473684185,music,0.10775862068965453
13,about,more,0.5172413793103448,like,1.0,content,0.45112781954887227,dj,0.026315789473684174,thi,0.10560344827586168
14,accept,plea,0.5172413793103445,call,0.9999999999999999,news,0.4210526315789471,brand,0.02631578947368416,enjoy,0.09913793103448255
15,access,disney,0.5172413793103445,such,0.6666666666666667,offici,0.41353383458646653,youtub,0.017543859649123306,make,0.09698275862068959
16,account,love,0.4999999999999995,love,0.6666666666666667,show,0.3684210526315782,stream,0.017543859649122806,watch,0.09698275862068957
17,achiev,make,0.4655172413793106,sure,0.6666666666666667,more,0.36090225563909784,young,0.017543859649122806,entertain,0.09698275862068954
18,across,so,0.4482758620689654,all,0.6666666666666667,latest,0.34586466165413454,start,0.017543859649122806,game,0.09482758620689638
19,act,can,0.44827586206896525,epic,0.6666666666666667,one,0.3383458646616537,uk,0.017543859649122806,anim,0.09267241379310344
20,action,youtub,0.43103448275862066,everi,0.6666666666666666,subscrib,0.3308270676691727,lyric,0.017543859649122803,can,0.09267241379310326
21,activ,famili,0.41379310344827647,creator,0.6666666666666666,tv,0.315789473684211,band,0.0175438596491228,like,0.08836206896551745
22,actor,other,0.3793103448275864,fan,0.6666666666666666,like,0.30827067669172953,hardcor,0.017543859649122796,world,0.08405172413793044
23,address,welcom,0.3793103448275861,mail,0.6666666666666666,telugu,0.3082706766917286,me,0.017543859649122792,busi,0.08189655172413794
24,adult,not,0.36206896551724116,film,0.6666666666666666,record,0.2857142857142856,product,0.017543859649122792,everi,0.08189655172413791
25,adventur,new,0.34482758620689663,new,0.6666666666666666,artist,0.2857142857142854,gun,0.017543859649122792,me,0.08189655172413779
26,advertis,who,0.34482758620689646,meet,0.6666666666666665,bollywood,0.2706766917293237,chri,0.01754385964912279,one,0.07974137931034495
27,advic,from,0.3275862068965518,then,0.33333333333333337,thi,0.2706766917293235,concert,0.01754385964912279,here,0.07974137931034478
28,affair,kid,0.32758620689655177,life,0.33333333333333337,india,0.2706766917293231,fan,0.017543859649122785,best,0.07974137931034453
29,after,find,0.3275862068965517,watch,0.33333333333333337,best,0.27067669172932296,facebook,0.01754385964912273,la,0.07758620689655199
30,again,watch,0.32758620689655155,address,0.33333333333333337,medium,0.2255639097744364,featur,0.017543859649122702,twitter,0.07758620689655173
31,against,thank,0.3103448275862071,keep,0.33333333333333337,program,0.2255639097744359,here,0.01754385964912268,out,0.07758620689655171
32,age,music,0.3103448275862069,youtub,0.33333333333333337,comedi,0.2180451127819554,best,0.017543859649122612,do,0.07543103448275887
33,aim,want,0.29310344827586227,kind,0.33333333333333337,tamil,0.21804511278195426,subscrib,0.017543859649122223,now,0.07543103448275862
34,album,out,0.2931034482758619,do,0.33333333333333337,zee,0.2030075187969933,show,0.008771929824561722,show,0.07543103448275856
35,all,busi,0.27586206896551724,other,0.33333333333333337,hindi,0.20300751879699278,like,0.008771929824561625,plea,0.07543103448275837
36,along,some,0.27586206896551707,updat,0.33333333333333337,other,0.20300751879699272,world,0.00877192982456157,love,0.07327586206896564
37,alreadi,upload,0.27586206896551707,awesom,0.33333333333333337,over,0.2030075187969927,thi,0.008771929824561514,movi,0.07112068965517135
38,also,lego,0.25862068965517315,play,0.33333333333333337,most,0.20300751879699264,my,0.008771929824561459,content,0.06896551724137892
39,alway,also,0.25862068965517243,thi,0.33333333333333337,live,0.20300751879699253,one,0.00877192982456143,will,0.06681034482758619
40,am,everi,0.2586206896551723,real,0.33333333333333337,award,0.19548872180451113,offer,0.008771929824561427,canal,0.06465517241379298
41,amaz,email,0.24137931034482782,so,0.33333333333333337,watch,0.19548872180451088,age,0.008771929824561419,play,0.06465517241379296
42,america,show,0.24137931034482774,out,0.33333333333333337,industri,0.18796992481203048,info,0.008771929824561417,en,0.06250000000000025
43,among,will,0.24137931034482754,feel,0.33333333333333337,also,0.1879699248120303,angel,0.008771929824561417,most,0.062499999999999986
44,android,world,0.24137931034482754,enjoy,0.33333333333333337,product,0.18796992481202995,partnership,0.00877192982456141,kid,0.06249999999999998
45,angel,day,0.24137931034482746,larg,0.3333333333333333,hi,0.18796992481202993,collect,0.008771929824561406,instagram,0.062499999999999875
46,ani,best,0.2241379310344828,will,0.3333333333333333,compani,0.18045112781954917,uniqu,0.008771929824561406,inquiri,0.06034482758620689
47,anim,life,0.20689655172413812,send,0.3333333333333333,indian,0.1804511278195488,big,0.008771929824561405,famili,0.06034482758620688
48,anyth,lot,0.20689655172413807,see,0.3333333333333333,about,0.17293233082706794,adult,0.008771929824561403,visit,0.06034482758620686
49,app,ani,0.20689655172413798,box,0.3333333333333333,through,0.17293233082706788,system,0.008771929824561403,live,0.05818965517241448
50,appear,content,0.2068965517241379,more,0.3333333333333333,year,0.17293233082706758,make,0.008771929824561403,fun,0.05603448275862075
51,appl,but,0.20689655172413787,how,0.3333333333333333,can,0.17293233082706755,del,0.008771929824561403,facebook,0.05603448275862059
52,appreci,share,0.20689655172413784,upload,0.3333333333333333,get,0.1654135338345868,purpos,0.008771929824561403,latest,0.05387931034482771
53,arab,enjoy,0.20689655172413773,some,0.3333333333333333,first,0.16541353383458673,do,0.008771929824561403,seri,0.05387931034482751
54,arcad,am,0.1896551724137932,brother,0.3333333333333333,album,0.16541353383458673,ca,0.0087719298245614,product,0.05387931034482751
55,area,most,0.1896551724137931,but,0.3333333333333333,time,0.1654135338345864,give,0.0087719298245614,follow,0.05387931034482744
56,arena,own,0.18965517241379304,review,0.3333333333333333,right,0.16541353383458635,creativ,0.0087719298245614,ha,0.053879310344827236
57,around,guy,0.18965517241379304,unbox,0.3333333333333333,now,0.15789473684210553,su,0.008771929824561398,film,0.0517241379310352
58,art,thing,0.18965517241379304,futur,0.3333333333333333,own,0.1578947368421055,georg,0.008771929824561396,favorit,0.05172413793103449
59,artist,comment,0.189655172413793,one,0.3333333333333333,hous,0.15789473684210545,some,0.008771929824561396,other,0.049568965517241666
60,asia,instagram,0.18965517241379298,whether,0.3333333333333333,welcom,0.15789473684210525,director,0.008771929824561396,about,0.04956896551724157
61,ask,follow,0.18965517241379296,shoot,0.3333333333333333,bring,0.15789473684210514,mix,0.008771929824561394,home,0.04956896551724139
62,associ,medium,0.18965517241379296,what,0.3333333333333333,wa,0.15789473684210512,littl,0.008771929824561394,peopl,0.04956896551724124
63,audienc,surpris,0.17241379310344845,learn,0.3333333333333333,languag,0.1503759398496246,michael,0.008771929824561394,news,0.049568965517241055
64,audio,anyth,0.17241379310344843,crazi,0.3333333333333333,televis,0.15037593984962458,join,0.008771929824561393,medium,0.04741379310344858
65,audit,get,0.17241379310344832,style,0.3333333333333333,here,0.15037593984962433,pitbul,0.008771929824561393,tv,0.047413793103448496
66,avail,tri,0.1724137931034483,battl,0.3333333333333333,trailer,0.15037593984962397,hard,0.008771929824561393,life,0.04741379310344829
67,award,time,0.1724137931034483,week,0.3333333333333333,up,0.1503759398496239,post,0.008771929824561393,clip,0.04741379310344821
68,away,about,0.1724137931034483,craziest,0.3333333333333333,genr,0.14285714285714324,action,0.008771929824561393,produc,0.0474137931034482
69,awesom,twitter,0.17241379310344823,into,0.3333333333333333,digit,0.1428571428571432,hous,0.008771929824561393,song,0.0452586206896555
70,babi,here,0.17241379310344823,want,0.3333333333333333,plea,0.14285714285714285,electron,0.008771929824561391,get,0.04525862068965528
71,back,support,0.17241379310344823,oh,0.3333333333333333,largest,0.14285714285714277,direct,0.008771929824561391,find,0.04525862068965523
72,bad,friend,0.17241379310344823,director,0.3333333333333333,been,0.13533834586466198,nick,0.00877192982456139,episod,0.04525862068965507
73,band,onli,0.1724137931034482,mod,0.33333333333333326,lead,0.13533834586466195,boy,0.00877192982456139,educ,0.04525862068965504
74,bangla,inquiri,0.17241379310344818,comedi,0.33333333333333326,well,0.13533834586466192,class,0.00877192982456139,so,0.043103448275862294
75,bangladesh,check,0.17241379310344818,ca,0.33333333333333326,free,0.13533834586466192,orient,0.00877192982456139,also,0.04310344827586225
76,banner,kinder,0.15517241379310365,king,0.33333333333333326,love,0.13533834586466167,machin,0.00877192982456139,want,0.04310344827586214
77,base,anim,0.15517241379310345,im,0.33333333333333326,ani,0.1353383458646616,old,0.00877192982456139,check,0.04310344827586209
78,basic,go,0.1551724137931034,indian,0.33333333333333326,he,0.13533834586466156,modern,0.00877192982456139,comedi,0.04310344827586195
79,battl,gameplay,0.1551724137931034,name,0.33333333333333326,top,0.13533834586466156,martin,0.00877192982456139,not,0.04310344827586187
80,bbc,help,0.15517241379310337,friday,0.33333333333333326,talent,0.13533834586466156,fire,0.00877192982456139,ani,0.04094827586206931
81,bean,hope,0.15517241379310337,fortnit,0.33333333333333326,singl,0.13533834586466154,eye,0.00877192982456139,stay,0.04094827586206893
82,bear,stuff,0.15517241379310337,effect,0.33333333333333326,label,0.12781954887218072,et,0.00877192982456139,stori,0.0409482758620689
83,beauti,box,0.15517241379310337,also,0.33333333333333326,action,0.12781954887218042,enabl,0.00877192982456139,el,0.04094827586206888
84,becam,let,0.15517241379310337,visual,0.33333333333333326,onli,0.12781954887218042,realiti,0.00877192982456139,lo,0.04094827586206888
85,becaus,contact,0.15517241379310334,po,0.33333333333333326,kid,0.1278195488721804,futur,0.008771929824561387,compani,0.04094827586206888
86,becom,come,0.15517241379310334,come,0.33333333333333326,some,0.1278195488721804,down,0.008771929824561387,funni,0.040948275862068846
87,been,peopl,0.15517241379310331,footbal,0.0,million,0.1278195488721804,form,0.008771929824561387,contact,0.0409482758620688
88,befor,first,0.15517241379310331,free,0.0,such,0.12781954887218036,discus,0.008771929824561387,hi,0.0409482758620688
89,began,live,0.13793103448275867,final,0.0,around,0.12781954887218036,soni,0.008771929824561387,free,0.03879310344827605
90,begin,hi,0.13793103448275867,find,0.0,scene,0.12030075187969963,vocal,0.008771929824561387,record,0.03879310344827591
91,behind,keep,0.1379310344827586,front,0.0,old,0.12030075187969927,50,0.008771929824561387,learn,0.03879310344827583
92,believ,learn,0.13793103448275856,finest,0.0,brand,0.12030075187969921,five,0.008771929824561387,brand,0.03879310344827578
93,below,laugh,0.13793103448275856,from,0.0,decad,0.12030075187969917,footag,0.008771929824561386,child,0.038793103448275766
94,best,name,0.13793103448275856,friendli,0.0,so,0.12030075187969917,lead,0.008771929824561386,time,0.03879310344827574
95,beyond,egg,0.13793103448275856,fire,0.0,exclus,0.12030075187969914,earth,0.008771929824561386,includ,0.03879310344827571
96,bhajan,alway,0.13793103448275856,yourself,0.0,provid,0.12030075187969913,babi,0.008771929824561386,see,0.036637931034482776
97,bhojpuri,charact,0.13793103448275856,five,0.0,destin,0.12030075187969913,special,0.008771929824561384,them,0.036637931034482735
98,big,junior,0.13793103448275856,friend,0.0,produc,0.1203007518796991,harri,0.008771929824561382,minecraft,0.03663793103448269
99,biggest,work,0.13793103448275856,frequent,0.0,part,0.11278195488721834,sinc,0.008771929824561382,daili,0.03663793103448267
100,billboard,review,0.13793103448275856,fun,0.0,featur,0.11278195488721825,inform,0.008771929824561382,wa,0.036637931034482665
101,billion,friendli,0.13793103448275856,fifa,0.0,updat,0.11278195488721804,innov,0.008771929824561382,disney,0.03663793103448261
102,blockbust,hey,0.13793103448275856,focu,0.0,everi,0.11278195488721802,break,0.008771929824561382,onli,0.034482758620689745
103,bollywood,design,0.13793103448275856,funni,0.0,not,0.11278195488721801,khan,0.008771929824561382,hope,0.03448275862068969
104,book,year,0.13793103448275856,four,0.0,than,0.112781954887218,imagin,0.00877192982456138,week,0.034482758620689634
105,born,updat,0.13793103448275854,form,0.0,releas,0.11278195488721798,plu,0.008771929824561377,just,0.034482758620689634
106,both,featur,0.1379310344827585,follow,0.0,drama,0.11278195488721798,see,0.008771929824561375,made,0.0344827586206896
107,box,includ,0.1379310344827585,found,0.0,contact,0.11278195488721796,documentari,0.008771929824561375,review,0.034482758620689585
108,boy,visit,0.13793103448275848,frozen,0.0,venu,0.10526315789473728,today,0.008771929824561375,exclus,0.03448275862068958
109,brand,right,0.13793103448275848,format,0.0,hit,0.10526315789473717,destin,0.008771929824561368,fan,0.03448275862068957
110,break,entertain,0.12068965517241396,food,0.0,enjoy,0.10526315789473689,than,0.008771929824561368,origin,0.034482758620689564
111,bring,failarmi,0.12068965517241378,footag,0.0,network,0.10526315789473684,lo,0.008771929824561361,name,0.034482758620689544
112,broadcast,publish,0.12068965517241377,forget,0.0,use,0.10526315789473681,friend,0.008771929824561361,email,0.034482758620689516
113,brother,up,0.12068965517241377,formula,0.0,bbc,0.1052631578947368,talk,0.008771929824561358,first,0.032327586206896616
114,build,travel,0.12068965517241376,forefront,0.0,south,0.10526315789473678,base,0.008771929824561358,post,0.03232758620689656
115,busi,fgteev,0.12068965517241376,full,0.0,upload,0.10526315789473678,exclus,0.008771929824561354,artist,0.03232758620689655
116,but,machin,0.12068965517241376,famili,0.0,worldwid,0.10526315789473678,name,0.008771929824561354,updat,0.03232758620689649
117,buy,popular,0.12068965517241376,fiction,0.0,biggest,0.10526315789473677,year,0.008771929824561348,mehndi,0.03232758620689649
118,ca,join,0.12068965517241376,fgteev,0.0,copyright,0.10526315789473677,twitter,0.008771929824561348,websit,0.03232758620689649
119,cabl,creat,0.12068965517241374,everyday,0.0,across,0.10526315789473675,largest,0.008771929824561344,art,0.032327586206896484
120,cake,post,0.12068965517241374,ever,0.0,launch,0.09774436090225617,right,0.00877192982456134,thing,0.03232758620689644
121,call,amaz,0.12068965517241374,event,0.0,tvb,0.09774436090225595,about,0.008771929824561334,some,0.032327586206896415
122,camera,minecraft,0.12068965517241373,even,0.0,platform,0.09774436090225584,will,0.008771929824561334,up,0.03232758620689639
123,can,part,0.12068965517241373,etc,0.0,marathi,0.09774436090225573,they,0.008771929824561334,upload,0.032327586206896367
124,canal,what,0.12068965517241373,et,0.0,make,0.09774436090225566,find,0.008771929824561327,featur,0.030172413793103526
125,cancion,hello,0.12068965517241372,est,0.0,busi,0.09774436090225565,includ,0.008771929824561327,team,0.03017241379310349
126,car,place,0.1206896551724137,espn,0.0,out,0.09774436090225563,welcom,0.00877192982456132,lot,0.03017241379310345
127,care,super,0.1206896551724137,episod,0.0,ltd,0.09774436090225562,bring,0.008771929824561313,del,0.030172413793103436
128,career,look,0.1206896551724137,entertain,0.0,star,0.0977443609022556,origin,0.008771929824561313,mani,0.030172413793103415
129,cartoon,free,0.12068965517241367,enquiri,0.0,intern,0.09774436090225558,clip,0.008771929824561306,go,0.030172413793103408
130,cat,facebook,0.12068965517241366,english,0.0,global,0.09774436090225558,peopl,0.008771929824561299,que,0.03017241379310339
131,catalogu,fan,0.12068965517241365,engin,0.0,home,0.09774436090225556,follow,0.008771929824561285,social,0.030172413793103384
132,catch,movi,0.10344827586206909,engag,0.0,distribut,0.09774436090225556,favorit,0.008771929824561278,network,0.030172413793103377
133,categori,origin,0.10344827586206899,end,0.0,gener,0.09774436090225555,contact,0.008771929824561271,cartoon,0.030172413793103366
134,celeb,there,0.10344827586206896,enabl,0.0,favorit,0.09774436090225552,out,0.008771929824561223,singl,0.0301724137931033
135,celebr,profession,0.10344827586206896,en,0.0,daili,0.09774436090225552,entertain,0.008771929824561209,send,0.02801724137931034
136,central,see,0.10344827586206895,email,0.0,origin,0.09774436090225552,watch,0.008771929824561098,help,0.02801724137931033
137,certifi,song,0.10344827586206895,elev,0.0,sinc,0.09774436090225552,from,0.008771929824560876,much,0.028017241379310318
138,challeng,japanes,0.10344827586206895,electron,0.0,clip,0.0977443609022555,song,3.0531133177191805e-16,mail,0.02801724137931031
139,chang,educ,0.10344827586206895,el,0.0,includ,0.0977443609022555,game,2.7755575615628914e-16,un,0.02801724137931029
140,channel,over,0.10344827586206895,egg,0.0,believ,0.09022556390977483,friendli,0.0,day,0.02801724137931028
141,charact,arcad,0.10344827586206894,educ,0.0,togeth,0.09022556390977471,friday,0.0,thank,0.028017241379310272
142,chart,safe,0.10344827586206894,edit,0.0,chart,0.09022556390977453,front,0.0,rhyme,0.02801724137931027
143,check,old,0.10344827586206892,edg,0.0,24,0.0902255639097745,against,0.0,use,0.02801724137931027
144,child,parent,0.10344827586206892,everyon,0.0,promot,0.09022556390977449,frozen,0.0,sinc,0.02801724137931027
145,choi,epic,0.10344827586206892,everyth,0.0,histori,0.09022556390977447,frequent,0.0,over,0.025862068965517425
146,chri,citi,0.10344827586206892,everywher,0.0,studio,0.09022556390977444,free,0.0,album,0.025862068965517272
147,cinema,edit,0.10344827586206892,faith,0.0,will,0.09022556390977443,four,0.0,through,0.025862068965517265
148,citi,mani,0.10344827586206892,few,0.0,known,0.09022556390977442,full,0.0,stuff,0.025862068965517238
149,class,zombi,0.10344827586206892,festiv,0.0,find,0.0902255639097744,begin,0.0,how,0.02586206896551723
150,classic,use,0.10344827586206892,featur,0.0,mobil,0.09022556390977439,gamer,0.0,drama,0.025862068965517227
151,clean,them,0.10344827586206892,favourit,0.0,singer,0.09022556390977438,fun,0.0,destin,0.025862068965517217
152,clever,mario,0.10344827586206891,favorit,0.0,onlin,0.09022556390977438,funni,0.0,etc,0.025862068965517213
153,click,take,0.10344827586206891,father,0.0,social,0.09022556390977438,good,0.0,join,0.025862068965517206
154,clip,forget,0.10344827586206891,fastest,0.0,nollywood,0.09022556390977438,golden,0.0,ofici,0.025862068965517196
155,close,page,0.10344827586206888,fashion,0.0,them,0.09022556390977438,god,0.0,recruit,0.02586206896551719
156,club,littl,0.10344827586206888,fantasi,0.0,work,0.09022556390977438,goal,0.0,moment,0.025862068965517182
157,cnn,send,0.10344827586206888,fandango,0.0,becom,0.09022556390977436,go,0.0,adventur,0.025862068965517165
158,coach,into,0.10344827586206888,famou,0.0,classic,0.09022556390977435,gmm,0.0,person,0.02586206896551715
159,collabor,they,0.10344827586206888,failarmi,0.0,stay,0.09022556390977433,gma,0.0,come,0.02586206896551715
160,collect,stori,0.10344827586206884,excit,0.0,mani,0.09022556390977432,globe,0.0,who,0.02586206896551708
161,color,daili,0.10344827586206884,fail,0.0,visit,0.09022556390977426,global,0.0,india,0.023706896551724213
162,combin,offici,0.08620689655172425,factor,0.0,three,0.0827067669172935,advic,0.0,connect,0.023706896551724116
163,come,made,0.08620689655172417,fact,0.0,perform,0.08270676691729342,girl,0.0,littl,0.023706896551724116
164,comedi,much,0.08620689655172414,facebook,0.0,kannada,0.08270676691729342,affair,0.0,along,0.023706896551724106
165,comic,riya,0.08620689655172413,eye,0.0,commun,0.08270676691729338,get,0.0,pop,0.023706896551724102
166,comment,around,0.08620689655172413,extra,0.0,audienc,0.08270676691729331,after,0.0,season,0.023706896551724095
167,commentari,copyright,0.08620689655172413,extens,0.0,back,0.08270676691729323,genr,0.0,page,0.023706896551724088
168,commerci,just,0.08620689655172413,explor,0.0,young,0.0827067669172932,gener,0.0,know,0.023706896551724088
169,commun,car,0.08620689655172413,experi,0.0,number,0.0827067669172932,gear,0.0,event,0.023706896551724085
170,compani,vlog,0.08620689655172413,exist,0.0,catalogu,0.0827067669172932,fortnit,0.0,inform,0.023706896551724085
171,competit,choi,0.08620689655172413,exclus,0.0,her,0.08270676691729319,gameplay,0.0,challeng,0.02370689655172408
172,compil,rate,0.08620689655172412,funniest,0.0,come,0.08270676691729319,again,0.0,laugh,0.023706896551724074
173,compos,lyric,0.08620689655172412,goal,0.0,hour,0.08270676691729317,funniest,0.0,stop,0.023706896551724067
174,compris,oh,0.08620689655172412,young,0.0,billboard,0.08270676691729317,found,0.0,cultur,0.023706896551724067
175,con,plant,0.08620689655172412,huge,0.0,success,0.08270676691729317,footbal,0.0,super,0.023706896551724067
176,concert,mom,0.08620689655172412,industri,0.0,place,0.08270676691729317,aim,0.0,design,0.023706896551724064
177,connect,funni,0.08620689655172412,indonesia,0.0,team,0.08270676691729317,album,0.0,televis,0.023706896551724064
178,consid,well,0.08620689655172412,india,0.0,special,0.08270676691729317,america,0.0,star,0.023706896551724036
179,consist,purpos,0.08620689655172412,independ,0.0,viewer,0.08270676691729316,favourit,0.0,fashion,0.021551724137931026
180,contact,stream,0.08620689655172412,incred,0.0,event,0.08270676691729315,among,0.0,interest,0.021551724137931015
181,contain,focu,0.0862068965517241,includ,0.0,base,0.08270676691729315,father,0.0,real,0.021551724137931008
182,content,gamer,0.0862068965517241,inappropri,0.0,broadcast,0.07518796992481215,fastest,0.0,weekli,0.021551724137931005
183,continu,real,0.0862068965517241,imagin,0.0,sold,0.07518796992481212,fashion,0.0,highlight,0.021551724137931
184,control,how,0.0862068965517241,idea,0.0,anim,0.07518796992481205,fantasi,0.0,te,0.021551724137930998
185,cook,doe,0.08620689655172409,hunt,0.0,facebook,0.07518796992481204,fandango,0.0,label,0.021551724137930998
186,cooki,beauti,0.08620689655172409,hundr,0.0,follow,0.07518796992481204,android,0.0,creat,0.021551724137930994
187,copyright,when,0.08620689655172409,humor,0.0,famili,0.07518796992481201,famou,0.0,hop,0.02155172413793099
188,corpor,veri,0.08620689655172409,howev,0.0,countri,0.07518796992481201,famili,0.0,hip,0.02155172413793099
189,countri,playlist,0.08620689655172409,gameplay,0.0,review,0.075187969924812,faith,0.0,varieti,0.021551724137930987
190,cover,adventur,0.08620689655172409,hous,0.0,variou,0.07518796992481198,ani,0.0,what,0.021551724137930987
191,coverag,relat,0.08620689655172409,hour,0.0,popular,0.07518796992481197,failarmi,0.0,sure,0.021551724137930973
192,craft,everyth,0.08620689655172407,hottest,0.0,cover,0.07518796992481197,fail,0.0,they,0.021551724137930967
193,crazi,view,0.08620689655172407,hot,0.0,who,0.07518796992481197,factor,0.0,internet,0.021551724137930963
194,craziest,talk,0.08620689655172406,host,0.0,after,0.07518796992481197,fact,0.0,full,0.02155172413793096
195,creat,produc,0.06896551724137934,horror,0.0,were,0.07518796992481197,anim,0.0,releas,0.02155172413793094
196,creation,film,0.06896551724137934,hope,0.0,collect,0.07518796992481197,anyth,0.0,program,0.02155172413793093
197,creativ,tell,0.06896551724137932,hop,0.0,under,0.07518796992481197,extra,0.0,bring,0.02155172413793091
198,creator,comedi,0.06896551724137932,home,0.0,trend,0.07518796992481196,extens,0.0,interview,0.021551724137930245
199,cultur,brand,0.06896551724137932,hit,0.0,great,0.07518796992481196,feel,0.0,lead,0.01939655172413816
200,current,singl,0.06896551724137932,historico,0.0,track,0.07518796992481196,festiv,0.0,work,0.019396551724137956
201,custom,skit,0.06896551724137931,histori,0.0,creat,0.07518796992481194,few,0.0,hey,0.019396551724137925
202,cute,creativ,0.06896551724137931,info,0.0,fan,0.07518796992481193,food,0.0,submit,0.01939655172413792
203,da,decor,0.06896551724137931,inform,0.0,much,0.07518796992481191,formula,0.0,angel,0.019396551724137914
204,daili,favorit,0.06896551724137931,ink,0.0,do,0.07518796992481173,format,0.0,hello,0.019396551724137914
205,dan,child,0.06896551724137931,innov,0.0,sab,0.06766917293233132,all,0.0,there,0.01939655172413791
206,danc,miss,0.06896551724137931,kinder,0.0,uk,0.06766917293233081,along,0.0,below,0.01939655172413791
207,date,pc,0.0689655172413793,kid,0.0,today,0.06766917293233081,forget,0.0,scene,0.019396551724137907
208,david,inappropri,0.0689655172413793,kick,0.0,act,0.0676691729323308,forefront,0.0,awesom,0.019396551724137904
209,day,cake,0.0689655172413793,khan,0.0,servic,0.0676691729323308,advertis,0.0,state,0.019396551724137904
210,de,shoot,0.0689655172413793,ke,0.0,let,0.0676691729323308,alreadi,0.0,discov,0.0193965517241379
211,debut,engin,0.0689655172413793,karaok,0.0,want,0.0676691729323308,also,0.0,behind,0.0193965517241379
212,decad,law,0.0689655172413793,kannada,0.0,superstar,0.06766917293233078,focu,0.0,success,0.0193965517241379
213,decid,advic,0.0689655172413793,ka,0.0,librari,0.06766917293233078,fgteev,0.0,differ,0.0193965517241379
214,decor,disclaim,0.0689655172413793,just,0.0,titl,0.06766917293233078,alway,0.0,lul,0.019396551724137897
215,dedic,hunt,0.0689655172413793,junior,0.0,talk,0.06766917293233078,first,0.0,web,0.019396551724137897
216,deep,cute,0.06896551724137928,joke,0.0,grammi,0.06766917293233078,am,0.0,dedic,0.019396551724137893
217,del,compani,0.06896551724137928,join,0.0,hd,0.06766917293233078,finest,0.0,mi,0.019396551724137893
218,deliv,did,0.06896551724137928,john,0.0,seri,0.06766917293233077,final,0.0,tutori,0.019396551724137893
219,design,twitch,0.06896551724137928,japanes,0.0,just,0.06766917293233077,film,0.0,nurseri,0.019396551724137893
220,destin,realli,0.06896551724137928,io,0.0,group,0.06766917293233077,fifa,0.0,mbc,0.019396551724137893
221,develop,pst,0.06896551724137928,introduc,0.0,qualiti,0.06766917293233077,amaz,0.0,mexico,0.019396551724137887
222,devic,clean,0.06896551724137928,interview,0.0,dedic,0.06766917293233077,fiction,0.0,then,0.01939655172413788
223,devot,unbox,0.06896551724137928,internet,0.0,full,0.06766917293233075,googl,0.0,lifestyl,0.01939655172413788
224,did,product,0.06896551724137928,intern,0.0,look,0.06766917293233074,address,0.0,link,0.01939655172413788
225,differ,consid,0.06896551724137928,interest,0.0,game,0.06015037593984984,gossip,0.0,tip,0.01939655172413788
226,digit,wife,0.06896551724137928,interact,0.0,stori,0.06015037593984965,idea,0.0,short,0.019396551724137876
227,direct,basic,0.06896551724137928,instagram,0.0,twitter,0.06015037593984962,industri,0.0,univers,0.019396551724137876
228,director,ye,0.06896551724137928,inspir,0.0,click,0.06015037593984961,indonesia,0.0,sketch,0.019396551724137876
229,disclaim,start,0.06896551724137928,insid,0.0,arab,0.0601503759398496,indian,0.0,provid,0.019396551724137873
230,discov,spotifi,0.06896551724137928,inquiri,0.0,two,0.06015037593984959,2015,0.0,click,0.019396551724137873
231,discus,those,0.06896551724137928,hip,0.0,each,0.06015037593984959,independ,0.0,am,0.019396551724137873
232,disney,cat,0.06896551724137928,hindi,0.0,celebr,0.06015037593984959,incred,0.0,way,0.01939655172413787
233,distribut,happi,0.06896551724137927,him,0.0,child,0.06015037593984959,inappropri,0.0,alway,0.019396551724137866
234,distributor,below,0.06896551724137927,guid,0.0,made,0.060150375939849586,2016,0.0,guy,0.019396551724137866
235,diver,high,0.06896551724137927,grow,0.0,internet,0.060150375939849586,24,0.0,let,0.01939655172413786
236,diy,advertis,0.06896551724137927,group,0.0,gma,0.060150375939849586,30,0.0,popular,0.019396551724137852
